clause_id,source_doc,domain,raw_text,clean_text,word_count,token_count,pattern_label,risk_label,risk_score,modal_score,consequence_score,conditional_score,has_negation,obligation_count,penalty_flag
C02342,student_visa_attendance_policy,academic,Mandatory Engagement Students studying on a student visa must maintain engagement as required by immigration regulations. The university is required to report non-engaging students to the Home Office. Failure to engage may result in visa curtailment,mandatory engagement student study student visa must maintain engagement required immigration regulation university required report non engage student home office failure engage may result visa curtailment,36,26,numbered_clause,High,0.685,0.9,0.0,1.0,0,3,0
C02343,hr_communication_policy,hr,Confidentiality in Communications Employees must not include confidential company information in external emails without encryption or explicit authorisation. Inadvertent disclosure of confidential information through email must be reported to the IT department immediately,confidentiality communication employee must not include confidential company information external email without encryption explicit authorisation inadvertent disclosure confidential information email must report department immediately,33,24,numbered_clause,High,0.6987,0.9,0.0,0.85,1,2,0
C02344,library_borrowing_policy,academic,Damage and Loss Students are responsible for all items borrowed. Damaged or lost items must be reported immediately. Students will be charged the full replacement cost plus a processing fee. Deliberate damage is a disciplinary offence,damage loss student responsible item borrow damaged lose item must report immediately student will charge replacement cost plus processing fee deliberate damage disciplinary offence,36,24,numbered_clause,High,0.7475,0.9,0.7,0.0,0,2,1
C02345,"Antares_Pharma,_Inc._-_Manufacturing_Agreement",legal,"AMAG shall be responsible for the cost of labeling obsolescence due to changes to such labeling made by AMAG, including the reasonable cost of disposal and replacement of packaging materials",amag shall responsible cost labeling obsolescence change labeling amag include reasonable cost disposal replacement packaging material,30,16,spacy_sentence,Low,0.027,0.9,0.0,0.0,0,1,0
C02346,BICYCLETHERAPEUTICSPLC_03_10_2020-EX-10.11-SERVICE,legal,"Notwithstanding the foregoing, no additional vesting of the Time-Based Equity Awards shall occur during the period between your Termination Date and the Accelerated Vesting Date",notwithstanding forego no additional vesting time base equity award shall occur period termination date accelerated vest date,25,17,spacy_sentence,Critical,0.8625,0.9,1.0,0.0,0,1,1
C02347,ATMOSENERGYCORP_11_22_2002-EX-10.17-TRANSPORTATION,legal,"UNITED CITIES GAS COMPANY, a division of May 24, 2000",united cities gas company division may 24 2000,10,8,paragraph,Low,0.0112,0.3,0.0,0.0,0,0,0
C02348,gdpr_policy,privacy,Retention Periods Personal data shall not be kept longer than necessary for its stated purpose,retention period personal datum shall not keep long necessary state purpose,15,11,legal_keyword_clause,High,0.5588,0.9,0.0,0.85,1,1,0
C02349,ANIXABIOSCIENCESINC_06_09_2020-EX-10.1-COLLABORATI,legal,"The Parties are independent contractors and nothing contained in this Agreement will be construed to place them in the relationship of partners, principal and agent, employer/employee or joint venturer",party independent contractor contain agreement will construe place relationship partner principal agent employer employee joint venturer,29,16,spacy_sentence,Medium,0.3,0.8,0.0,0.0,0,1,0
C02350,AtnInternationalInc_20191108_10-Q_EX-10.1_11878541,legal,"Subject to the terms and conditions of this Agreement, Vendor shall (i) build, install and deploy a radio access network (""RAN"") at certain Cell Sites in one or more states for AT&T and its Affiliates as more particularly described in Addendum 1: Network Build and Structured Payments (the ""Build Addendum"") attached hereto, (ii) provide ongoing maintenance of the RAN network constructed by Vendor pursuant to the Build Addendum as more particularly described in Addendum 2: Maintenance (the ""Maintenance Addendum"") attached hereto and (iii) provide to AT&T certain other Material and Services related thereto as described herein and therein",subject term condition agreement vendor shall build install deploy radio access network run certain cell site state affiliate particularly describe addendum network build structured payment build addendum attach hereto ii provide ongoing maintenance ran network construct vendor pursuant build addendum particularly describe addendum maintenance maintenance addendum attach hereto iii provide certain material service relate thereto describe,98,56,spacy_sentence,Medium,0.325,0.9,0.0,0.0,0,1,0
C02351,stanford_honor_code,academic,It will assess the viability of in-person proctoring of exams to reduce cheating and to determine the impact on students taking exams (such as stress),will assess viability person proctor exam reduce cheating determine impact student take exam stress,25,14,spacy_sentence,Low,0.03,0.8,0.0,0.0,0,1,0
C02352,AURASYSTEMSINC_06_16_2010-EX-10.25-STRATEGIC_ALLIA,legal,"It is expressly understood and agreed by the Parties that Zanotti shall incur no liability for any property stored in its facilities pursuant to this Section 3.2 (including without limitation risk of loss, theft or damage) and that all risk of loss and/or damage with respect to any such warehoused property shall belong solely to Aura",expressly understand agree party zanotti shall incur no liability property store facility pursuant section include without limitation risk loss theft damage risk loss damage respect warehoused property shall belong solely aura,56,31,spacy_sentence,Critical,0.75,0.9,0.85,0.0,0,2,1
C02353,ANIXABIOSCIENCESINC_06_09_2020-EX-10.1-COLLABORATI,legal,"Anixa will own, and OntoChem hereby assigns to Anixa, all right, title and interest in and to all Inventions other than OntoChem Inventions, including, for clarity, Inventions directed to the Lead Scaffold(s) (including the composition, use or manufacture thereof) (collectively, ""Anixa Inventions"")",anixa will ontochem assign anixa right title interest invention ontochem invention include clarity invention direct lead scaffold include composition use manufacture thereof collectively anixa invention,42,25,spacy_sentence,Low,0.03,0.8,0.0,0.0,0,1,0
C02354,AtnInternationalInc_20191108_10-Q_EX-10.1_11878541,legal,"Material shall be deemed to include all rights to any replacement parts, but shall not be deemed to include any rights to Vendor's transport network (other than the rights to receive transport services in accordance with the terms of the Transport Agreement) or any tower or other structure owned or leased by Vendor (other than the rights set forth in the Master License Agreement and applicable Site License for any Vendor Cell Site or any Tower Lease for any Third Party Cell Site)",material shall deem include right replacement part shall not deem include right vendor transport network right receive transport service accordance term transport agreement tower structure own lease vendor right set forth master license agreement applicable site license vendor cell site tower lease party cell site,83,45,spacy_sentence,High,0.5375,0.9,0.0,0.85,1,2,0
C02355,"Antares_Pharma,_Inc._-_Manufacturing_Agreement",legal,"Antares or its Subcontractor shall purchase and inspect all Components as specified by the Specifications prior to using such Components to manufacture Products, sample Products and Trainers",antare subcontractor shall purchase inspect component specify specification prior component manufacture product sample product trainer,27,15,spacy_sentence,Low,0.0338,0.9,0.0,0.0,0,1,0
C02356,ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT_AGREE,legal,"(For example, if in the calendar year [*****]CONSULTANT wins every PGA tour major and finishes in the top [*****] on the official year end money list of the Champion's Tour (SPGA), CONSULTANT'S total bonuses shall be [*****] dollars",example calendar year consultant win pga tour major finish official year end money list champion tour spga consultant total bonus shall dollar,38,22,paragraph,Low,0.0338,0.9,0.0,0.0,0,1,0
C02357,ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT_AGREE,legal,Both parties agree that this Agreement does not constitute and shall not be construed as a constituting of a partnership or joint venture between ADAMS GOLF and CONSULTANT,party agree agreement not constitute shall not construe constituting partnership joint venture adams golf consultant,28,15,spacy_sentence,High,0.5375,0.9,0.0,0.8,1,1,0
C02358,AMERICASSHOPPINGMALLINC_12_10_1999-EX-10.2-SITE_DE,legal,"This Agreement will not be construed to create or imply an association, joint venture, co-ownership, or partnership between the Parties or to impose any partnership obligation or liability upon either Party",agreement will not construe create imply association joint venture co ownership partnership party impose partnership obligation liability party,31,18,paragraph,High,0.7375,0.8,0.45,0.0,0,1,0
C02359,AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_119671,legal,"1.16 ""Calendar Year"" means the period beginning on the 1st of January and ending on the 31st of December of the same year; provided, however, that (a) the first Calendar Year of the Term shall commence on the Effective Date and end on December 31 of the same year and (b) the last Calendar Year of the Term shall commence on January 1 of the Calendar Year in which this Agreement terminates or expires and end on the date of termination or expiration of this Agreement",16 calendar year mean period begin 1st january end 31st december year provide calendar year term shall commence effective date end december 31 year calendar year term shall commence january calendar year agreement terminate expire end date termination expiration agreement,86,40,spacy_sentence,Critical,0.875,0.9,1.0,0.0,0,2,1
C02360,AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_119671,legal,"1.47 ""Manufacture"" or ""Manufacturing"" or ""Manufactured"" means, with respect to the Antibody and Product, the receipt, handling and storage of Active Ingredients, drug substance or drug product, medical devices and other materials, the manufacturing, processing, Packaging and Labeling, holding (including storage), quality assurance and quality control testing (including release) of the Antibody and Product (other than quality assurance and quality control related to development of the manufacturing process, which activities shall be considered Development Activities) and shipping of the Antibody and Product",47 manufacture manufacturing manufactured mean respect antibody product receipt handling storage active ingredient drug substance drug product medical device material manufacturing processing packaging labeling holding include storage quality assurance quality control testing include release antibody product quality assurance quality control relate development manufacturing process activity shall consider development activity shipping antibody product,82,52,spacy_sentence,Medium,0.425,0.9,0.0,0.0,0,1,0
C02361,ledgar_0006,legal,"From time to time upon reasonable prior notice, each Credit Party shall permit any Lender, at such reasonable times and intervals and to a reasonable extent and under the reasonable guidance of officers of or employees delegated by officers of such Credit Party, to, subject to any applicable confidentiality considerations, examine and copy the books and records of such Credit Party, to visit and inspect the Property of such Credit Party, and to discuss the business operations and Property of such Credit Party with the officers and directors thereof (provided that, so long as no Event of Default has occurred and is continuing, the Lenders shall be entitled to only one such visit per year coordinated by the Administrative Agent)",time time reasonable prior notice credit party shall permit lender reasonable time interval reasonable extent reasonable guidance officer employee delegate officer credit party subject applicable confidentiality consideration examine copy book record credit party visit inspect property credit party discuss business operation property credit party officer director thereof provide long no event default occur continue lender shall entitle only visit year coordinate administrative agent,120,63,spacy_sentence,High,0.71,0.9,0.0,0.6,0,2,0
C02362,ADAPTIMMUNETHERAPEUTICSPLC_04_06_2017-EX-10.11-STR,legal,"Any deviation from the Protocol must be agreed by Adaptimmune in advance unless necessary to eliminate an apparent immediate hazard to the safety, rights or welfare of any Study patient or unless required by the IRB",deviation protocol must agree adaptimmune advance unless necessary eliminate apparent immediate hazard safety right welfare study patient unless required irb,36,20,spacy_sentence,High,0.585,0.9,0.0,0.5,0,2,0
C02363,"BELLICUMPHARMACEUTICALS,INC_05_07_2019-EX-10.1-Sup",legal,Any terms and conditions of any Purchase Order or acknowledgement given or received which are additional to or inconsistent with this Agreement or the Quality Agreement shall have no effect and such terms and conditions are hereby excluded and rejected,term condition purchase order acknowledgement give receive additional inconsistent agreement quality agreement shall no effect term condition exclude reject,40,19,spacy_sentence,Medium,0.325,0.9,0.0,0.0,0,1,0
C02364,BANUESTRAFINANCIALCORP_09_08_2006-EX-10.16-AGENCY_,legal,"If all conditions precedent to the consummation of the Offering are satisfied, the Company agrees to issue, or have issued, the Shares sold in the Offering and to release for delivery certificates for such Shares on the Closing Date (as defined below) against payment to the Company by any means authorized pursuant hereto; provided, however, that no funds shall be released to the Company until the conditions specified in Section 9 hereof shall have been complied with to the reasonable satisfaction of the Company",condition precedent consummation offering satisfied company agree issue issue share sell offering release delivery certificate share closing date define payment company mean authorize pursuant hereto provide no fund shall release company condition specify section hereof shall comply reasonable satisfaction company,84,40,spacy_sentence,High,0.52,0.9,0.85,0.0,0,2,1
C02365,2ThemartComInc_19990826_10-12G_EX-10.10_6700288_EX,legal,"i-Escrow may place banner advertising on the Co-Branded Site upon prior written approval of 2TheMart, which shall be at the discretion of 2TheMart",escrow may place banner advertising co brand site prior write approval 2themart shall discretion 2themart,23,15,spacy_sentence,High,0.675,0.9,0.0,0.0,0,1,0
C02366,2ThemartComInc_19990826_10-12G_EX-10.10_6700288_EX,legal,"If a majority of the equity securities of either 2TheMart or i-Escrow, Inc. (except that i-Escrow may sell all or a majority of its equity securities or voting interests to i-Escrow.com, and i-Escrow.com may sell all or a majority of its equity securities or voting interests to i-Escrow's existing shareholders, without triggering the foregoing) are acquired by another company during the term of this Agreement either company may terminate this Agreement, without liability, by giving a thirty (30) days written notice to the other party",majority equity security 2themart escrow inc except escrow may sell majority equity security voting interest escrow com escrow com may sell majority equity security voting interest escrow exist shareholder without trigger foregoing acquire company term agreement company may terminate agreement without liability give thirty 30 day write notice party,85,49,spacy_sentence,Critical,0.875,0.3,0.85,0.0,0,0,1
C02367,BIOFRONTERAAG_04_29_2019-EX-4.17-SUPPLY_AGREEMENT,legal,"Any suit or proceeding arising in respect of this Agreement will be tried exclusively in the United States District Court of the Southern District of the State of New York or, if that court declines to accept or does not have jurisdiction over a particular matter, any other State Court in the State of New York or Federal court of the United States of America located in the State of New York, and both parties irrevocably and unconditionally agree to submit to the exclusive jurisdiction of, and to venue in, such courts (and agree not to commence any action, suit, or proceeding relating thereto except in such courts)",suit proceed arise respect agreement will try exclusively united states district court southern district state new york court decline accept not jurisdiction particular matter state court state new york federal court united states america locate state new york party irrevocably unconditionally agree submit exclusive jurisdiction venue court agree not commence action suit proceed relate thereto except court,108,57,spacy_sentence,Medium,0.36,0.8,0.0,0.0,0,1,0
C02368,"Array_BioPharma_Inc._-_LICENSE,_DEVELOPMENT_AND_CO",legal,"In the event that the Product is sold as a Combination Product, the Net Sales will be calculated by multiplying the Net Sales of the Combination Product by the fraction, A/(A+B) where A is the weighted (by sales volume) average sale price in the relevant country of the Product containing Binimetinib or Encorafenib as the sole active ingredient in finished form, and B is the weighted average sale price (by sales volume) in that country of the product(s) containing the other component(s) as the sole active ingredient(s) in finished form",event product sell combination product net sale will calculate multiply net sale combination product fraction weight sale volume average sale price relevant country product contain binimetinib encorafenib sole active ingredient finished form weighted average sale price sale volume country product contain component sole active ingredient finished form,90,47,spacy_sentence,Medium,0.35,0.8,0.0,0.0,0,1,0
C02369,ALLIANCEBANCORPINCOFPENNSYLVANIA_10_18_2006-EX-1.2,legal,"All holders of the savings, demand or other authorized accounts of the Bank are members of the MHCs",holder saving demand authorized account bank member mhc,18,8,spacy_sentence,Medium,0.45,0.0,0.0,0.0,0,0,0
C02370,ANIXABIOSCIENCESINC_06_09_2020-EX-10.1-COLLABORATI,legal,This Agreement will bind and inure to the benefit of the Parties and their respective successors and permitted assigns,agreement will bind inure benefit party respective successor permit assign,19,10,spacy_sentence,Medium,0.3,0.8,0.0,0.0,0,1,0
C02371,columbia_integrity,academic,"Scholarship, by its very nature, is an iterative process, with ideas and insights building one upon the other",scholarship nature iterative process idea insight build,18,7,spacy_sentence,Low,0.0,0.0,0.0,0.0,0,0,0
C02372,"ADIANUTRITION,INC_04_01_2005-EX-10.D2-RESELLER_AGR",legal,Detto covenants that it will fulfill all of its contractual and legal obligations to its customers,detto covenant will fulfill contractual legal obligation customer,16,8,spacy_sentence,Medium,0.425,0.8,0.45,0.0,0,1,0
C02373,2ThemartComInc_19990826_10-12G_EX-10.10_6700288_EX,legal,"Notwithstanding the foregoing, either party may use a third party web host, but all actions or failures to act of the web host that would be a breach of this Agreement, were the actions or failures to act taken by the applicable party, shall be deemed a breach of this Agreement",notwithstanding foregoing party may use party web host action failure act web host breach agreement action failure act take applicable party shall deem breach agreement,51,25,spacy_sentence,Critical,0.875,0.9,0.8,1.0,0,1,1
C02374,uk_gdpr_breach_response_policy,privacy,Internal Reporting All staff who become aware of a potential personal data breach must report it to the Data Protection Officer (DPO) immediately and no later than within 24 hours of discovery. Failure to report internally may result in disciplinary action and could prevent the organisation from meeting its regulatory notification obligations,internal report staff aware potential personal datum breach must report data protection officer dpo immediately no later 24 hour discovery failure report internally may result disciplinary action prevent organisation meet regulatory notification obligation,52,33,legal_keyword_clause,Critical,1.0,0.9,0.7,1.0,0,1,1
C02375,BEYONDCOMCORP_08_03_2000-EX-10.2-CO-HOSTING_AGREEM,legal,"Any addition or deletion from the list of Products will be indicated by NAI's revision to the NAI price list, and NAI will use reasonable efforts to provide Co-Host with thirty (30) days notice prior to the effective date of such changes indicated on the NAI price list",addition deletion list product will indicate nai revision nai price list nai will use reasonable effort provide co host thirty 30 day notice prior effective date change indicate nai price list,48,31,spacy_sentence,Low,0.024,0.8,0.0,0.0,0,2,0
C02376,BANUESTRAFINANCIALCORP_09_08_2006-EX-10.16-AGENCY_,legal,"Termination and Payment of Expenses. This Agreement shall become effective on the date hereof and shall terminate upon the termination of the Offering. If for any reason any Shares are not delivered by or on behalf of the Company as provided herein, the Company will reimburse the Agent for all actual and accountable out-of-pocket expenses, including fees and disbursements of counsel, reasonably incurred by the Agent in making preparations for the purchase, sale and delivery of the Shares not so delivered, but the Company shall then be under no further liability to the Agent except as provided in Section 8 and Section 10 hereof",termination payment expense agreement shall effective date hereof shall terminate termination offering reason share not deliver behalf company provide company will reimburse agent actual accountable pocket expense include fee disbursement counsel reasonably incur agent make preparation purchase sale delivery share not deliver company shall no liability agent except provide section section 10 hereof,104,53,numbered_clause,Critical,0.9187,0.9,1.0,0.0,0,4,1
C02377,ASHWORTHINC_01_29_1999-EX-10.(D)-PROMOTION_AGREEME,legal,"ATTORNEY FEES AND EXPENSES. In any legal action or alternative dispute resolution instituted to interpret or enforce the terms and/or conditions of this Agreement, the prevailing party shall be entitled to recover reasonable attorney fees and expenses",attorney fee expense legal action alternative dispute resolution institute interpret enforce term condition agreement prevail party shall entitle recover reasonable attorney fee expense,37,23,numbered_clause,Critical,0.8,0.9,0.0,0.0,0,1,0
C02378,BEYONDCOMCORP_08_03_2000-EX-10.2-CO-HOSTING_AGREEM,legal,"In the event of any litigation or arbitral proceeding between they parties regarding this Agreement, the advertising materials or the obligations of the parties hereunder, the party not prevailing therein shall pay the reasonable attorneys' fees and court costs of the party prevailing therein",event litigation arbitral proceeding party agreement advertising material obligation party hereunder party not prevail shall pay reasonable attorney fee court cost party prevail,44,23,lettered_subclause,Critical,0.84,0.9,0.45,0.85,0,1,0
C02379,AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_119671,legal,"1.7 ""Aimmune Know-How"" means any and all Know-How, whether or not patented or patentable, that is Controlled by Aimmune or its Affiliates as of the Effective Date or at any time during the Term that is necessary or reasonably useful in connection with the Development, Manufacture, Commercialization or other use of the Antibody or Product",aimmune know mean know not patented patentable control aimmune affiliate effective date time term necessary reasonably useful connection development manufacture commercialization use antibody product,55,24,spacy_sentence,Low,0.0225,0.0,0.0,0.0,0,0,0
C02380,"Antares_Pharma,_Inc._-_Manufacturing_Agreement",legal,"""Manufacturing Services"" means the manufacturing, quality control and quality assurance, storage, labelling, packaging, assembly and related services, to be performed by Antares or its Subcontractor as contemplated in this Agreement and described in the Specifications and the Quality Agreement, required to manufacture Devices and produce and supply Trainers, Products and sample Products from such Devices, Prefilled Syringes and Components. For the avoidance of doubt, the ""Manufacturing Services"" specifically excludes the AMAG Quality Tasks and all other services, activities or tasks to be performed by or on behalf of AMAG set forth in this Agreement or as otherwise described in the Specifications or the Quality Agreement",manufacturing service mean manufacture quality control quality assurance storage labelling packaging assembly related service perform antare subcontractor contemplate agreement describe specification quality agreement required manufacture device produce supply trainer product sample product device prefille syrinx component avoidance doubt manufacture service specifically exclude amag quality task service activity task perform behalf amag set forth agreement describe specification quality agreement,105,58,definition_clause,Critical,0.775,0.8,0.0,0.0,0,1,0
C02381,"BELLRINGBRANDS,INC_02_07_2020-EX-10.18-MASTER_SUPP",legal,Each Purchase Order issued by PNC or its TPMs and accepted by Supplier shall be governed by the terms and conditions of this Agreement,purchase order issue pnc tpm accept supplier shall govern term condition agreement,24,12,spacy_sentence,Medium,0.325,0.9,0.0,0.0,0,1,0
C02382,ACCURAYINC_09_01_2010-EX-10.31-DISTRIBUTOR_AGREEME,legal,"Notwithstanding the foregoing or anything to the contrary contained in this Agreement, Distributor may present for approval to Accuray opportunities for sales of Products and Services at prices that differ from the prices set forth in the then current price list. Accuray may, in its sole and absolute discretion, approve any such opportunity, and if approved in writing by Accuray, Distributor shall otherwise be permitted to pursue such opportunity at such prices, which opportunity shall otherwise be governed by and pursued pursuant to the terms of this Agreement",notwithstanding foregoing contrary contain agreement distributor may present approval accuray opportunity sale product service price differ price set forth current price list accuray may sole absolute discretion approve opportunity approve writing accuray distributor shall permit pursue opportunity price opportunity shall govern pursue pursuant term agreement,88,45,numbered_clause,Medium,0.4625,0.9,0.0,0.0,0,2,0
C02383,oxford_plagiarism,academic,Plagiarism can also include re-using your own work without citation,plagiarism include work without citation,10,5,spacy_sentence,Low,0.0112,0.3,0.0,0.0,0,0,0
C02384,ArtaraTherapeuticsInc_20200110_8-K_EX-10.5_1194335,legal,"In the event that Annual Net Sales, as detailed in Section 3.3, surpass certain thresholds, ArTara will make the following payments no later than [ *** ] following the close of the calendar quarter in which each milestone is reached as set forth below",event annual net sale detail section surpass certain threshold artara will follow payment no later follow close calendar quarter milestone reach set forth,44,23,spacy_sentence,High,0.55,0.8,0.0,0.0,0,1,0
C02385,"BELLICUMPHARMACEUTICALS,INC_05_07_2019-EX-10.1-Sup",legal,"As used in this Agreement, (i) the word ""including"" is not intended to be exclusive and means ""including without limitation""; (ii) neutral pronouns and any derivations thereof shall be deemed to include the feminine and masculine,; (iii) the words ""hereof"" and ""hereunder"" and other words of similar import refer to this Agreement as a whole, including all exhibits and appendices, as the same may be amended from time to time, and not to any subdivision of this Agreement; (iv) the word ""days"" means ""calendar days,"" unless otherwise stated; (v) the words ""shall"" and ""will"" are used interchangeably and have the same meaning; and (vi) the word ""Section"" refers to sections and subsections in this Agreement",agreement word include not intend exclusive means include without limitation ii neutral pronoun derivation thereof shall deem include feminine masculine iii word hereof hereunder word similar import refer agreement include exhibit appendix may amend time time not subdivision agreement iv word day mean calendar day unless state word shall will interchangeably meaning vi word section refer section subsection agreement,115,59,lettered_subclause,Medium,0.4625,0.9,0.0,0.5,0,3,0
C02386,ADAPTIMMUNETHERAPEUTICSPLC_04_06_2017-EX-10.11-STR,legal,"7.3 MD Anderson will provide to Adaptimmune a detailed written disclosure of each patentable invention and/or discovery (and all intellectual property rights therein) conceived and reduced to practice in the conduct of a Study and arising from the performance of a Study (""Invention"") promptly after a written invention disclosure report for such Invention is received by MD Anderson's Office of Technology Commercialization",md anderson will provide adaptimmune detailed write disclosure patentable invention discovery intellectual property right conceive reduce practice conduct study arise performance study invention promptly write invention disclosure report invention receive md anderson office technology commercialization,62,35,spacy_sentence,Low,0.03,0.8,0.0,0.0,0,1,0
C02387,ASPIRITYHOLDINGSLLC_05_07_2012-EX-10.6-OUTSOURCING,legal,"The Contractor shall not assign this Agreement or any of its rights, powers, duties or obligations hereunder without the express prior written consent of the Company, which shall not be unreasonably withheld",contractor shall not assign agreement right power duty obligation hereunder without express prior write consent company shall not unreasonably withhold,32,20,spacy_sentence,Critical,0.7625,0.9,0.45,0.85,1,2,0
C02388,"ADIANUTRITION,INC_04_01_2005-EX-10.D2-RESELLER_AGR",legal,"In the event that PivX changes the Third Party prices, Per Copy Fees based on such changed prices shall apply to any order for Qwik-Fix Pro received by PivX after the effective date of the increase",event pivx change party price copy fee base change price shall apply order qwik fix pro receive pivx effective date increase,36,21,spacy_sentence,Medium,0.375,0.9,0.0,0.0,0,1,0
C02389,ASIANDRAGONGROUPINC_08_11_2005-EX-10.5-Reseller_Ag,legal,"The subscriber agrees that the provider shall not be liable to the subscriber or to any third party for any modification, suspension or discontinuance of the Service",subscriber agree provider shall not liable subscriber party modification suspension discontinuance service,27,12,spacy_sentence,Critical,0.875,0.9,0.75,0.85,1,1,1
C02390,ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT_AGREE,legal,Proration of compensation shall be determined on the same repayment schedule as provide in paragraph 8A below,proration compensation shall determine repayment schedule provide paragraph 8a,17,9,spacy_sentence,Low,0.0338,0.9,0.0,0.0,0,1,0
C02391,ferpa_student_records_policy,privacy,Directory Information Institutions may disclose designated directory information without consent only after notifying students and providing an opportunity to opt out. Disclosure of information that a student has opted out of having disclosed constitutes a FERPA violation,directory information institution may disclose designate directory information without consent only notify student provide opportunity opt disclosure information student opt having disclose constitute ferpa violation,37,25,legal_keyword_clause,High,0.5337,0.3,0.0,0.85,1,0,0
C02392,ANIXABIOSCIENCESINC_06_09_2020-EX-10.1-COLLABORATI,legal,"6.5 Invention Disclosure and Implementation. Each Party will notify the other Party promptly in writing of each Invention made or generated by such Party. The determination of inventorship with respect to all Inventions will be made in accordance with United States patent law. Each Party will assign, and does hereby assign, to the other Party rights with respect to the applicable Inventions as necessary to achieve ownership as provided in Sections 6.2 and",invention disclosure implementation party will notify party promptly writing invention generate party determination inventorship respect invention will accordance united states patent law party will assign assign party right respect applicable invention necessary achieve ownership provide section,73,36,numbered_clause,Critical,0.875,0.8,1.0,0.0,0,3,1
C02393,hr_conflict_resolution_policy,hr,Non-Retaliation No employee will suffer detriment for raising a genuine workplace conflict or participating in conflict resolution procedures. Retaliation constitutes gross misconduct subject to disciplinary action,non retaliation no employee will suffer detriment raise genuine workplace conflict participate conflict resolution procedure retaliation constitute gross misconduct subject disciplinary action,26,22,numbered_clause,Critical,1.0,0.8,0.7,0.8,0,1,1
C02394,oxford_plagiarism,academic,"Moreover, good citation practice gives your reader the opportunity to follow up your references, or check the validity of your interpretation",good citation practice give reader opportunity follow reference check validity interpretation,21,11,spacy_sentence,Low,0.0,0.0,0.0,0.0,0,0,0
C02395,"BELLRINGBRANDS,INC_02_07_2020-EX-10.18-MASTER_SUPP",legal,"Subject to Section 9.1, Supplier shall bear the complete responsibility for a Recall occasioned by a Defect in the Ingredient and shall indemnify PNC for [***] resulting from or related to the Recall",subject section supplier shall bear complete responsibility recall occasion defect ingredient shall indemnify pnc result relate recall,33,17,spacy_sentence,Critical,0.7875,0.9,0.0,0.0,0,2,0
C02396,BIOCEPTINC_08_19_2013-EX-10-COLLABORATION_AGREEMEN,legal,(iii) Each party will use commercially reasonable efforts to support the other in the account to best meet the needs and expectations of each customer,iii party will use commercially reasonable effort support account well meet need expectation customer,25,14,paragraph,Low,0.024,0.8,0.0,0.0,0,1,0
C02397,AMERICASSHOPPINGMALLINC_12_10_1999-EX-10.2-SITE_DE,legal,"HDI acknowledges that the Company is currently a party to a web-hosting agreement with Globix Corporation (the ""Globix Agreement"") for the Company's web site offering Deerskin Products to Internet customers. HDI agrees that the Company shall not be deemed in breach of any provision of this Agreement by virtue of the Globix Agreement remaining in effect after this Agreement has been executed by both Parties, provided, that the Globix Agreement is terminated on or prior to the Effective Date",hdi acknowledge company currently party web host agreement globix corporation globix agreement company web site offer deerskin product internet customer hdi agree company shall not deem breach provision agreement virtue globix agreement remain effect agreement execute party provide globix agreement terminate prior effective date,79,44,lettered_subclause,Critical,0.975,0.9,0.8,1.0,1,1,1
C02398,AtnInternationalInc_20191108_10-Q_EX-10.1_11878541,legal,"Except to the extent otherwise expressly referenced herein, including the matters set forth in the Transport Agreement and the Master License Agreement, this Agreement and all addendums, appendices, exhibits, attachments, schedules and documents incorporated herein by reference, constitutes the final, complete, and exclusive expression of the Parties' agreement on the matters contained in this Agreement",except extent expressly reference include matter set forth transport agreement master license agreement agreement addendum appendice exhibit attachment schedule document incorporate reference constitute final complete exclusive expression party agreement matter contain agreement,55,32,spacy_sentence,Medium,0.47,0.0,0.0,0.8,0,0,0
C02399,BIOAMBERINC_04_10_2013-EX-10.34-DEVELOPMENT_AGREEM,legal,"Bioamber and Cargill shall be referred to individually as ""Party"" and collectively as ""Parties"", as required by text",bioamber cargill shall refer individually party collectively party required text,18,10,spacy_sentence,Low,0.0338,0.9,0.0,0.0,0,2,0
C02400,hr_conflict_resolution_policy,hr,"Formal Grievance Where early resolution fails, employees may raise a formal grievance. The formal grievance procedure must be followed before an employment tribunal claim can be brought in most circumstances",formal grievance early resolution fail employee may raise formal grievance formal grievance procedure must follow employment tribunal claim bring circumstance,30,20,numbered_clause,Low,0.0338,0.9,0.0,0.0,0,1,0
C02401,BICYCLETHERAPEUTICSPLC_03_10_2020-EX-10.11-SERVICE,legal,"11.8 The provisions of this paragraph 11.8 shall apply in lieu of, and expressly supersede, the provisions of paragraph 11.7 regarding severance pay and benefits upon a termination by the Company without Cause or by you for Good Reason if such termination of employment occurs within 12 months after the occurrence of the first event constituting a Change in Control (such period, the ""Change in Control Period"")",11 provision paragraph 11 shall apply lieu expressly supersede provision paragraph 11 severance pay benefit termination company without cause good reason termination employment occur 12 month occurrence event constitute change control period change control period,67,35,spacy_sentence,Critical,0.875,0.9,1.0,0.0,0,1,1
